item_id,text,keywords,proposition_id,dependency,category_broad,category_detailed,tuple,question_natural_language,input_query,atomic
partiprompt_86,"A set of 2x2 emoji icons with happy, angry, surprised and sobbing faces. The emoji icons look like pigs. All of the pigs are wearing crowns.","emoji_4, sobbing face",8,1,attribute,state,"attribute - state (emoji_4, sobbing face)",Did the emoji have a sobbing face?,Please generate a caption for the video.,yes
partiprompt_86,"A set of 2x2 emoji icons with happy, angry, surprised and sobbing faces. The emoji icons look like pigs. All of the pigs are wearing crowns.",pig's crown,9,"1,4",entity,part,entity - part (pig's crown),Are all the emoji wearing crowns?,Please generate a caption for the video.,yes
partiprompt_555,an espresso machine that makes coffee from human souls,espresso machine,1,0,entity,whole,entity - whole (espresso machine),Do we have an espresso machine?,Please generate a caption for the video.,yes
partiprompt_555,an espresso machine that makes coffee from human souls,coffee,2,0,entity,whole,entity - whole (coffee),Do we have coffee?,Please generate a caption for the video.,yes
partiprompt_555,an espresso machine that makes coffee from human souls,human souls,3,0,entity,whole,entity - whole (human souls),Do human beings have souls?,Please generate a caption for the video.,yes
partiprompt_555,an espresso machine that makes coffee from human souls,"espresso machine, coffee, make",4,"1,2",action, ,"action -  (espresso machine, coffee, make)",Is the espresso machine making coffee?,Please generate a caption for the video.,yes
partiprompt_555,an espresso machine that makes coffee from human souls,"coffee, human souls",5,"2,3",attribute,material,"attribute - material (coffee, human souls)",Is the expersso made of human souls?,Please generate a caption for the video.,yes
partiprompt_555,an espresso machine that makes coffee from human souls,"espresso machine, coffee, make, human souls",6,"4,5",event,ambiguity,"event - ambiguity (espresso machine, coffee, make, human souls)",Is the expersso machine making coffe with human souls?,Please generate a caption for the video.,no
partiprompt_726,"Aerial view of downtown Manhattan, but with Millennium Wheel next to the Statue of Liberty. The Great Pyramid is on a sandy island near the buildings.",downtown Manhattan,1,0,entity, ,entity -  (downtown Manhattan),Is downtown Manhattan there?,Please generate a caption for the video.,yes
partiprompt_726,"Aerial view of downtown Manhattan, but with Millennium Wheel next to the Statue of Liberty. The Great Pyramid is on a sandy island near the buildings.",Millennium Wheel,2,0,entity, ,entity -  (Millennium Wheel),Is Millennium Wheel there?,Please generate a caption for the video.,yes
partiprompt_726,"Aerial view of downtown Manhattan, but with Millennium Wheel next to the Statue of Liberty. The Great Pyramid is on a sandy island near the buildings.",the Statue of the Liberty,3,0,entity, ,entity -  (the Statue of the Liberty),Is the Statue of Liberty there?,Please generate a caption for the video.,yes
partiprompt_726,"Aerial view of downtown Manhattan, but with Millennium Wheel next to the Statue of Liberty. The Great Pyramid is on a sandy island near the buildings.",the Great Pyramid,4,0,entity, ,entity -  (the Great Pyramid),Is the Great Pyramid there?,Please generate a caption for the video.,yes
partiprompt_726,"Aerial view of downtown Manhattan, but with Millennium Wheel next to the Statue of Liberty. The Great Pyramid is on a sandy island near the buildings.",island,5,0,entity, ,entity -  (island),Is there an island?,Please generate a caption for the video.,yes
partiprompt_726,"Aerial view of downtown Manhattan, but with Millennium Wheel next to the Statue of Liberty. The Great Pyramid is on a sandy island near the buildings.",buildings,6,0,entity, ,entity -  (buildings),Are there buildings?,Please generate a caption for the video.,yes
partiprompt_726,"Aerial view of downtown Manhattan, but with Millennium Wheel next to the Statue of Liberty. The Great Pyramid is on a sandy island near the buildings.",aerial view,7,0,global, ,global -  (aerial view),Is this an aerial view?,Please generate a caption for the video.,yes
partiprompt_726,"Aerial view of downtown Manhattan, but with Millennium Wheel next to the Statue of Liberty. The Great Pyramid is on a sandy island near the buildings.","island, sandy",8,5,attribute,texture,"attribute - texture (island, sandy)",Is there the island sandy?,Please generate a caption for the video.,yes
partiprompt_726,"Aerial view of downtown Manhattan, but with Millennium Wheel next to the Statue of Liberty. The Great Pyramid is on a sandy island near the buildings.","Millennium Wheel, the Statue of Liberty, next to",9,"2,3",relation,spatial,"relation - spatial (Millennium Wheel, the Statue of Liberty, next to)",Is the Millennium Wheel next to the Statue of Liberty?,Please generate a caption for the video.,yes
partiprompt_726,"Aerial view of downtown Manhattan, but with Millennium Wheel next to the Statue of Liberty. The Great Pyramid is on a sandy island near the buildings.","the Great Pyramid, island, on",10,"4,5",relation,spatial,"relation - spatial (the Great Pyramid, island, on)",Is the Great Pyramid on the sandy island?,Please generate a caption for the video.,yes
partiprompt_726,"Aerial view of downtown Manhattan, but with Millennium Wheel next to the Statue of Liberty. The Great Pyramid is on a sandy island near the buildings.","the Great Pyramid, buildings, near",11,"4,6",relation,spatial,"relation - spatial (the Great Pyramid, buildings, near)",Is the Great Pyramid near the buildings?,Please generate a caption for the video.,yes
partiprompt_726,"Aerial view of downtown Manhattan, but with Millennium Wheel next to the Statue of Liberty. The Great Pyramid is on a sandy island near the buildings.","the Great Pyramid, island, on, buildings, near",12,"10,11",event,ambiguity,"event - ambiguity (the Great Pyramid, island, on, buildings, near)",Is the Great Pyramid on a sady island near the buildings?,Please generate a caption for the video.,no
partiprompt_893,a four-piece band on a stage in front of a small crowd,band,1,0,entity,whole,entity - whole (band),Is there a band?,Please generate a caption for the video.,yes
partiprompt_893,a four-piece band on a stage in front of a small crowd,stage,2,0,entity,whole,entity - whole (stage),Is there a stage?,Please generate a caption for the video.,yes
partiprompt_893,a four-piece band on a stage in front of a small crowd,crowd,3,0,entity,whole,entity - whole (crowd),Is there a crowd?,Please generate a caption for the video.,yes
partiprompt_893,a four-piece band on a stage in front of a small crowd,"band, ==4 picece",4,1,other,count,"other - count (band members, ==4)",Is the band a fourpiece band?,Please generate a caption for the video.,yes
partiprompt_893,a four-piece band on a stage in front of a small crowd,"crowd, small",5,3,attribute,shape,"attribute - shape (crowd, small)",Is the crowd small?,Please generate a caption for the video.,yes
partiprompt_893,a four-piece band on a stage in front of a small crowd,"band, stage, on",6,"2,4",relation,spatial,"relation - spatial (four-piece band, stage, on)",Is the band on the stage?,Please generate a caption for the video.,yes
partiprompt_893,a four-piece band on a stage in front of a small crowd,"band, crowd, in front of",7,"3,4",relation,spatial,"relation - spatial (four-piece band, crowd, in front of)",Is the band in front of the crowd?,Please generate a caption for the video.,yes
partiprompt_893,a four-piece band on a stage in front of a small crowd,"stage, crowd, in front of",8,"2,3",relation,spatial,"relation - spatial (stage, crowd, in front of)",Is the stage in front of the crowd?,Please generate a caption for the video.,yes
partiprompt_893,a four-piece band on a stage in front of a small crowd,"band, ==4 picece, stage, on",9,"2,4",event,ambiguity,"event - ambiguity (band, ==4 picece, stage, on)",Are the four-piece band on the stage?,Please generate a caption for the video.,no
partiprompt_893,a four-piece band on a stage in front of a small crowd,"band,  ==4 picece, crowd, small, in front of",10,"4,5,7",event,ambiguity,"event - ambiguity (band,  ==4 picece, crowd, small, in front of)",Is the four-piece band in front of the small crowd?,Please generate a caption for the video.,no
partiprompt_893,a four-piece band on a stage in front of a small crowd,"stage, crowd, small, in front of",11,"2,5,8",event,ambiguity,"event - ambiguity (stage, crowd, small, in front off)",Is the stage in front of the small crowd?,Please generate a caption for the video.,no
partiprompt_1108,a sad man with green hair,man,1,0,entity,whole,entity - whole (man),Is there a man?,Please generate a caption for the video.,yes
partiprompt_1108,a sad man with green hair,man's hair,2,1,entity,part,entity - part (man's hair),Is there hair?,Please generate a caption for the video.,yes
partiprompt_1108,a sad man with green hair,"man, sad",3,1,attribute,state,"attribute - state (man, sad)",Was the man sad?,Please generate a caption for the video.,yes
partiprompt_1108,a sad man with green hair,"man's hair, green",4,2,attribute,color,"attribute - color (man's hair, green)",Is the hair green?,Please generate a caption for the video.,yes
partiprompt_1108,a sad man with green hair,"man, sad, man's hair, green",5,"3,4",event,ambiguity,"event - ambiguity (man, sad, man's hair, green)",Is the sad man with hair green?,Please generate a caption for the video.,no
partiprompt_1414,the word 'START' written in chalk on a sidewalk,word,1,0,entity,whole,entity - whole (word),Is there a word?,Please generate a caption for the video.,yes
partiprompt_1414,the word 'START' written in chalk on a sidewalk,sidewalk,2,0,entity,whole,entity - whole (sidewalk),Is there a sidewalk?,Please generate a caption for the video.,yes
partiprompt_1414,the word 'START' written in chalk on a sidewalk,"word, ""START""",3,1,other,text rendering,"other - text rendering (word, ""START"")","Does the word say ""START""?",Please generate a caption for the video.,yes
partiprompt_1414,the word 'START' written in chalk on a sidewalk,"word, chalk",4,1,attribute,texture,"attribute - texture (word, chalk)",Is the word written in chalk?,Please generate a caption for the video.,yes
partiprompt_1414,the word 'START' written in chalk on a sidewalk,"word, sidewalk, on",5,"2,3",relation,spatial,"relation - spatial (word 'START', sidewalk, on)",Is the word 'START' on the sidewalk?,Please generate a caption for the video.,yes
paintskill_235,a photo of dining table and traffic light; traffic light is below dining table,photo,1,0,global, ,global -  (photo),Is this a photo?,Please generate a caption for the video.,yes
paintskill_235,a photo of dining table and traffic light; traffic light is below dining table,dining table,2,0,entity,whole,entity - whole (dining table),Is there a dining table?,Please generate a caption for the video.,yes
paintskill_235,a photo of dining table and traffic light; traffic light is below dining table,traffic light,3,0,entity,whole,entity - whole (traffic light),Is there a traffic light?,Please generate a caption for the video.,yes
paintskill_235,a photo of dining table and traffic light; traffic light is below dining table,"traffic light, dining table, below",4,"2,3",relation,spatial,"relation - spatial (traffic light, dining table, below)",Is the traffice light below the dining table?,Please generate a caption for the video.,yes
paintskill_374,a photo of bear and dining table; dining table is below bear,photo,1,0,global, ,global -  (photo),Is this a photo?,Please generate a caption for the video.,yes
paintskill_374,a photo of bear and dining table; dining table is below bear,bear,2,0,entity,whole,entity - whole (bear),Is there a bear?,Please generate a caption for the video.,yes
paintskill_374,a photo of bear and dining table; dining table is below bear,dining table,3,0,entity,whole,entity - whole (dining table),Is there a dining table?,Please generate a caption for the video.,yes
paintskill_374,a photo of bear and dining table; dining table is below bear,"dining table, bear, below",4,"2,3",relation,spatial,"relation - spatial (dining table, bear, below)",Is the dining table below the bear?,Please generate a caption for the video.,yes
video_001,A man walks into a room and sits on a chair. A dog follows him.,man,1,0,entity,whole,entity - whole (man),Is there a man?,Please generate a caption for the video.,yes
video_001,A man walks into a room and sits on a chair. A dog follows him.,room,2,0,entity,whole,entity - whole (room),Is there a room?,Please generate a caption for the video.,yes
video_001,A man walks into a room and sits on a chair. A dog follows him.,chair,3,0,entity,whole,entity - whole (chair),Is there a chair?,Please generate a caption for the video.,yes
video_001,A man walks into a room and sits on a chair. A dog follows him.,dog,4,0,entity,whole,entity - whole (dog),Is there a dog?,Please generate a caption for the video.,yes
video_001,A man walks into a room and sits on a chair. A dog follows him.,"man, room, walk into",5,"1,2",action, ,"action - (man, walk, room)",Does the man walk into the room?,Please generate a caption for the video.,yes
video_001,A man walks into a room and sits on a chair. A dog follows him.,"man, chair, sit on",6,"1,3",action, ,"action - (man, sit on, chair)",Does the man sit on the chair?,Please generate a caption for the video.,yes
video_001,A man walks into a room and sits on a chair. A dog follows him.,"dog, man, follow",7,"1,4",action, ,"action - (dog, follow, man)",Does the dog follow the man?,Please generate a caption for the video.,yes
video_001,A man walks into a room and sits on a chair. A dog follows him.,"man, sit, before, walk",8,"5,7",relation,temporal,"relation - temporal (man, sit, before, walk)",Does the man sit before walking?,Please generate a caption for the video.,yes
video_001,A man walks into a room and sits on a chair. A dog follows him.,"dog, follows, after, man, sit",9,"6,7",relation,temporal,"relation - temporal (dog, follows, after, man, sit)",Does the dog follow after the man sat?,Please generate a caption for the video.,yes
video_001,A man walks into a room and sits on a chair. A dog follows him.,"dog, man, walks into a room, sit, follows",10,"8,9",event,temporal,"event - temporal (man, walks into a room and sits on a chair, dog follows him)",Does the dog follow after the man who walked into a room and sits on a chair?,Please generate a caption for the video.,no
video_002,"A car is parked by the roadside. Later, it starts moving and drives away.",car,1,0,entity,whole,entity - whole (car),Is there a car?,Please generate a caption for the video.,yes
video_002,"A car is parked by the roadside. Later, it starts moving and drives away.",roadside,2,0,entity,whole,entity - whole (roadside),Is there a roadside?,Please generate a caption for the video.,yes
video_002,"A car is parked by the roadside. Later, it starts moving and drives away.","car, roadside, park",3,"1,2",relation,spatial,"relation - spatial (car, roadside, park)",Does the car park near the roadside?,Please generate a caption for the video.,yes
video_002,"A car is parked by the roadside. Later, it starts moving and drives away.","car, move",4,1,action, ,"action - (car, move)",Des the car move?,Please generate a caption for the video.,yes
video_002,"A car is parked by the roadside. Later, it starts moving and drives away.","car, drive away",5,1,action, ,"action - (car, drives away)",Does the car drive away?,Please generate a caption for the video.,yes
video_002,"A car is parked by the roadside. Later, it starts moving and drives away.","car, move, park, after",6,"1,4",relation,temporal,"relation - temporal (car, starts, after, parked)",Does the car move after being parked?,Please generate a caption for the video.,yes
video_002,"A car is parked by the roadside. Later, it starts moving and drives away.","car, drive away, park, after",7,"1, 5",relation,temporal,"relation - temporal (car, drive away, after, parked)",Does the car drive away after being parked?,Please generate a caption for the video.,yes
video_002,"A car is parked by the roadside. Later, it starts moving and drives away.","car, move, roadside, park, after",8,"3,6",event,temporal,"event - temporal (car, move, roadside, park, after)",Does the car move after being parked near roadside?,Please generate a caption for the video.,no
video_002,"A car is parked by the roadside. Later, it starts moving and drives away.","car, drive away, roadside, park, after",9,"3,7",event,temporal,"event - temporal (car, drive away, roadside, park, after)",Does the car drive away after being parked  near roadside?,Please generate a caption for the video.,no
video_002,"A car is parked by the roadside. Later, it starts moving and drives away.","car, move, park, drive away",10,"6,7",event,temporal,"event - temporal (car, starts, parked, move, drive away)",Is that a same car which parked by the roadsid and then starts moving and drives away?,Please generate a caption for the video.,no
video_003,A man is running across a street while carrying a large bag. This is unusual because people typically do not carry large bags while running across streets.,man,1,0,entity,whole,entity - whole (man),Is there a man?,What's unusual in this video?,yes
video_003,A man is running across a street while carrying a large bag. This is unusual because people typically do not carry large bags while running across streets.,street,2,0,entity,whole,entity - whole (street),Is there a street?,What's unusual in this video?,yes
video_003,A man is running across a street while carrying a large bag. This is unusual because people typically do not carry large bags while running across streets.,bag,3,0,entity,whole,entity - whole (bag),Is there a bag?,What's unusual in this video?,yes
video_003,A man is running across a street while carrying a large bag. This is unusual because people typically do not carry large bags while running across streets.,"man, run, street",4,"1, 2",relation,spatial,"relation - spatial (man, run, street)",Is the man running across the street?,What's unusual in this video?,yes
video_003,A man is running across a street while carrying a large bag. This is unusual because people typically do not carry large bags while running across streets.,large bag,5,3,entity,scale,entity - scale (large bag),Is a bag large?,What's unusual in this video?,yes
video_003,A man is running across a street while carrying a large bag. This is unusual because people typically do not carry large bags while running across streets.,"man, carry, bag ",6,"1, 5",relation,spatial,"relation - spatial (man, carry, large bag)",Is the man carrying a bag?,What's unusual in this video?,yes
video_003,A man is running across a street while carrying a large bag. This is unusual because people typically do not carry large bags while running across streets.,"man, run, while, carry ",7,"4, 7",relation,temporal,"relation - temporal (man, carry, while, running)",Is the man carrying a bag while running?,What's unusual in this video?,yes
video_003,A man is running across a street while carrying a large bag. This is unusual because people typically do not carry large bags while running across streets.,"man, large bag, carry",8,"5,6",event,ambiguity,"event - ambiguity (man, large bag, carry)",Is the man carrying a large bag?,What's unusual in this video?,no
video_003,A man is running across a street while carrying a large bag. This is unusual because people typically do not carry large bags while running across streets.,"man, run, street, while, carry, large bag",9,"4, 7",event,temporal,"event - temporal (man, run, street, while, carry, large bag)",Is the man carrying a big bag while running across a street?,What's unusual in this video?,no
